,category,type,primary_size,reducing_size,length,material_name,material_specification,material_grade,pressure_class,primary_schedule,reducing_schedule,manufacturing_process,end_finish,end_connections,trim,miscellaneous,confidence,original_text
406,fitting,concentric_reducer,0.75,0.5,,carbon_steel,A106,B,,,,seamless,plain_end,butt_weld,,ASME 16.11,0.9,"3/4""X1/2"" SWAGE, CONC, PBE, ASME 16.11, SMLS STEEL, ASTM/ASME A/SA-106-B"
407,fitting,concentric_reducer,0.75,0.5,,carbon_steel,,,,extra_heavy,,,,plain_end_x_threaded,,BLK,0.8,3/4X1/2 BLK XH CONC SWAGE PXT
408,fastener,stud_with_nuts,0.75,,3.5,,,B7,,,,,,,,with double hex nuts,0.9,3/4X3-1/2 B7 STUD W/ DBL HEX NUT
409,fastener,stud_with_nuts,0.75,,4.5,alloy_steel,,B7,,,,,,,,with double hex nuts,0.9,3/4X4-1/2 B7 STUD W/ DBL HEX NUT
410,fastener,stud_with_nuts,0.75,,5.0,,B7,,,,,,,,,with double hex nuts,0.9,3/4X5 B7 STUD W/ DBL HEX NUT
411,valve,ball_valve,0.375,,,stainless_steel,,,2000,,,,,threaded,ll,1pc,0.8,3/8 SS 2000# THRD 1PC BV LL
412,pipe,pipe,30.0,,,stainless_steel,A312,TP304/TP304L,,STD,,EFW,beveled,BW,,"100% radiography, EJ=1.00",0.9,"30 PIPE , ASME B36.10 , BEVELED END , ASTM A312 GRADE TP304/TP304L , 100% RADIOGRAPHY , ELECTRIC FUSION WELDED (EJ = 1.00) S-STD"
413,pipe,welded_pipe,36.0,,,stainless_steel,A312,TP304/TP304L,,STD,,EFW,beveled,BW,,"100% radiography, EJ=1.00",0.9,"36 PIPE , ASME B36.10 , BEVELED END , ASTM A312 GRADE TP304/TP304L , 100% RADIOGRAPHY , ELECTRIC FUSION WELDED (EJ = 1.00) S-STD"
414,fitting,sockolet,3.0,1.0,,carbon_steel,A350,LF2,3000,,,,,socket_weld,,class 1,0.9,"3X1 SOCKOLET , REDUCING , MSS SP-97 , CLASS 3000 , SOCKET WELDED END , ASTM A350 GRADE LF2 CLASS 1"
415,fitting,concentric_reducer,3.0,2.0,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"3X2 CONCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
416,fitting,eccentric_reducer,3.0,2.0,,stainless_steel,A403,WP304/WP304L,,10S,10S,,beveled,BW,,ASME B16.9,0.9,"3X2 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
417,fitting,eccentric_reducer,3.0,2.0,,stainless_steel,A403,WP304/WP304L,,40S,40S,,beveled,BW,,ASME B16.9,0.9,"3X2 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-40S"
418,fitting,eccentric_reducer,3.0,2.0,,carbon_steel,A420,WPL6,,80,80,,beveled,BW,,ASME B16.9,0.9,"3X2 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-80"
419,fitting,eccentric_reducer,3.0,2.0,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"3X2 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
420,fitting,reducing_tee,3.0,2.0,,stainless_steel,A403,WP304/WP304L,,S,,,beveled,BW,,ASME B16.9,0.9,"3X3X2 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S"
421,fitting,reducing_tee,3.0,2.0,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"3X3X2 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
422,gasket,spiral_wound,3.0,,,stainless_steel,ASME B16.20,304,300,,,,,,flexible_graphite,with 304 SS inner ring and outer ring,0.9,"3XX0 SPIRAL WOUND GASKET , ASME B16.20, FOR ASME B16.5 FLANGES , CLASS 300 , 304 STAINLESS STEEL (18 CR-8 NI) , W/FLEXIBLE GRAPHITE FILLER , W/304 SS INNER RING AND 304 SS OUTER RING"
423,gasket,spiral_wound,3.0,,,stainless_steel,ASME B16.20,304,300,,,,,,graphite,"with 304 SS inner ring and outer ring, oxygen clean (AA) acc. to 4WPI-SW70003",0.9,"3XX0 SPIRAL WOUND GASKET , ASME B16.20, FOR ASME B16.5 FLANGES , CLASS 300 , 304 STAINLESS STEEL (18 CR-8 NI) , W/FLEXIBLE GRAPHITE FILLER , W/304 SS INNER RING AND 304 SS OUTER RING , OXYGEN CLEAN (AA) ACC. TO 4WPI-SW70003"
424,valve,ball_valve,4.0,,,stainless_steel,,,150,,,,,,soft_seat,NACE LO,0.8,4 150# CS SS BV FS SP NACE LO
425,valve,ball_valve,4.0,,,stainless_steel,,,150,,,,,threaded,full_port,,0.8,4 150# FP SS T12
426,fitting,long_radius_45_elbow,4.0,,,carbon_steel,A234,WPB,,standard,,,beveled,BW,,ASME B16.9,0.9,"4 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
427,fitting,45_degree_long_radius_elbow,4.0,,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"4 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
428,fitting,long_radius_45_elbow,4.0,,,carbon_steel,A420,WPL6,,standard,,,beveled,butt_weld,,ASME B16.9,0.9,"4 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W S-STD"
429,fitting,90_degree_long_radius_elbow,4.0,,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"4 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
430,fitting,90_degree_long_radius_elbow,4.0,,,stainless_steel,A403,WP304/WP304L,,40S,,,beveled,BW,,ASME B16.9,0.9,"4 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-40S"
431,fitting,90_degree_long_radius_elbow,4.0,,,carbon_steel,A420,WPL6,,80,,,beveled,BW,,ASME B16.9,0.9,"4 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-80"
432,fitting,90_degree_long_radius_elbow,4.0,,,low_temperature_carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"4 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
433,fitting,90_degree_long_radius_elbow,4.0,,,low_temperature_carbon_steel,A420,WPL6,,standard,,,beveled,butt_weld,,ASME B16.9,0.9,"4 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W S-STD"
434,flange,blind,4.0,,,carbon_steel,A350,LF2,150,,,,raised_face,flanged,,class 1,1.0,"4 BLIND FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1"
435,flange,blind,4.0,,,carbon_steel,A350,LF2,300,,,,raised_face,flanged,,class 1,0.9,"4 BLIND FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1"
436,flange,blind,4.0,,,carbon_steel,A105,N,150,,,,raised_face,,,ASME B16.5,0.9,"4 BLIND FLANGE, ASME B16.5, CL150, RFFE, ASTM A105N"
437,flange,blind,4.0,,,carbon_steel,A105,N,300,,,,raised_face,,,ASME B16.5,1.0,"4 BLIND FLANGE, ASME B16.5, CL300, RFFE, ASTM A105N"
438,pipe,seamless_pipe,4.0,,,carbon_steel,A106,B,,80,,seamless,beveled,,,ASME B36.10,0.9,"4 PIPE , ASME B36.10 , BEVELED END , ASTM A106-B , SEAMLESS S-80"
439,pipe,seamless_pipe,4.0,,,carbon_steel,A106,B,,standard,,seamless,beveled,,,ASME B36.10,0.9,"4 PIPE , ASME B36.10 , BEVELED END , ASTM A106-B , SEAMLESS S-STD"
440,pipe,pipe_seamless,4.0,,,stainless_steel,A312,TP304/TP304L,,120,,seamless,beveled,be,,ASME B36.10,0.9,"4 PIPE , ASME B36.10 , BEVELED END , ASTM A312 GRADE TP304/TP304L , SEAMLESS S-120"
441,pipe,pipe_seamless,4.0,,,carbon_steel,A333,6,,160,,seamless,beveled,,,ASME B36.10,0.9,"4 PIPE , ASME B36.10 , BEVELED END , ASTM A333-6 , SEAMLESS S-160"
442,pipe,seamless_pipe,4.0,,,carbon_steel,A333,6,,80,,seamless,beveled,be,,ASME B36.10,0.9,"4 PIPE , ASME B36.10 , BEVELED END , ASTM A333-6 , SEAMLESS S-80"
443,pipe,seamless_pipe,4.0,,,alloy_steel,A335,P11,,standard,,seamless,beveled,,,ASME B36.10,0.9,"4 PIPE , ASME B36.10 , BEVELED END , ASTM A335-P11 , SEAMLESS S-STD"
444,pipe,seamless_pipe,4.0,,,stainless_steel,A312,TP316/TP316L,,10S,,seamless,beveled,,,ASME B36.19,0.9,"4 PIPE , ASME B36.19 , BEVELED END , ASTM A312 GRADE TP316/TP316L , SEAMLESS S-10S"
445,flange,slip_on,4.0,,,carbon_steel,A350,LF2,150,,,,raised_face,flanged,,"hub type, class 1",0.9,"4 SLIP-ON FLANGE, HUB TYPE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1"
446,fitting,tee,4.0,,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"4 TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
447,fitting,tee,4.0,,,stainless_steel,A403,WP304/WP304L,,40S,,,beveled,BW,,ASME B16.9,0.9,"4 TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-40S"
448,fitting,tee,4.0,,,stainless_steel,A403,WP316/WP316L,,10S,,,beveled,BW,,ASME B16.9,0.9,"4 TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP316/WP316L , TYPE S S-10S"
449,fitting,straight_tee,4.0,,,low_temperature_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"4 TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
450,fitting,tee,4.0,,,carbon_steel,A420,WPL6,,standard,,,beveled,butt_weld,,ASME B16.9,0.9,"4 TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W S-STD"
451,flange,weld_neck,4.0,,,carbon_steel,A105,N,150,STD,,,raised_face,flanged,,ASME B16.5,1.0,"4 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A105N ,- S-STD"
452,flange,weld_neck,4.0,,,stainless_steel,A182,F316/F316L,150,10S,,,raised_face,flanged,,ASME B16.5,1.0,"4 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 316/F 316L S-10S"
453,flange,weld_neck,4.0,,,carbon_steel,A350,LF2,150,STD,,,raised_face,flanged,,"ASME B16.5, Class 1",0.9,"4 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
454,flange,weld_neck,4.0,,,carbon_steel,A350,LF2,300,STD,,,raised_face,flanged,,"ASME B16.5, Class 1",0.9,"4 WELD NECK FLANGE , ASME B16.5 , CLASS 300 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-STD"
455,flange,weld_neck,4.0,,,carbon_steel,A350,LF2,600,80,,,raised_face,flanged,,class 1,1.0,"4 WELD NECK FLANGE , ASME B16.5 , CLASS 600 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1 S-80"
456,fitting,cap,4.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.9,0.9,"4"" CAP, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
457,fitting,90_degree_long_radius_elbow,4.0,,,stainless_steel,ANSI B16.9,304,,10S,,,,butt_weld,,,0.9,"4"" ELBOW 90D, LR, BW, ANSI B16.9, 304SS, SCH 10S"
458,fitting,90_degree_elbow_short_radius,4.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.28,0.9,"4"" ELBOW 90D, SR, BW, ASME 16.28, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
459,flange,slip_on,4.0,,,carbon_steel,A105,,150,,,forged,flat_face,,,ASME 16.5,0.9,"4"" FLANGE, FFSO, 150#, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
460,flange,slip_on,4.0,,,carbon_steel,A105,,150,,,forged,raised_face,,,ASME 16.5,0.9,"4"" FLANGE, RFSO, 150#, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
461,flange,slip_on,4.0,,,carbon_steel,A105,,300,,,forged,raised_face,,,ASME 16.5,0.9,"4"" FLANGE, RFSO, 300#, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-105"
462,flange,weld_neck,4.0,,,stainless_steel,A182,F304L,300,10S,,,raised_face,,,,0.9,"4"" FLANGE, RFWN, 300#, SCH.10S, STAINLESS STEEL, 304SS, ASTM/ASME A/SA-182-F304L"
463,flange,weld_neck,4.0,,,carbon_steel,A106,,300,standard,,forged,raised_face,weld_neck,,ASME 16.5,0.9,"4"" FLANGE, RFWN, 300#, SCH.STD, ASME 16.5, FORGED STEEL, ASTM/ASME A/SA-106"
464,pipe,pipe_erw,4.0,,,carbon_steel,A53,B,,standard,,erw,black,,,,0.9,"4"" PIPE, ASTM A53, GRADE B, CS BLK, ERW, SCH STD"
465,pipe,pipe_smls,4.0,,,carbon_steel,A53,B,,standard,,seamless,fusion_bonded_epoxy,,,,0.9,"4"" PIPE, ASTM A53, GRADE B, SMLS FUSION BONDED EPOXY COATED CARBON STEEL, SCH. STD"
466,fitting,tee,4.0,,,carbon_steel,A234,WPB,,standard,,wrought,,butt_weld,,ASME 16.9,0.9,"4"" TEE, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
467,fitting,concentric_reducer,4.0,3.0,,carbon_steel,A234,WPB,,standard,,wrought,butt_weld,BW,,ASME 16.9,0.9,"4""X3"" REDUCER, CONC, BW, ASME 16.9, WROUGHT STEEL, ASTM/ASME A/SA-234-WPB, SCH.STD"
468,fitting,concentric_reducer,4.0,2.0,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"4X2 CONCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
469,fitting,eccentric_reducer,4.0,2.0,,stainless_steel,A403,WP304/WP304L,,40S,,,beveled,BW,,ASME B16.9,0.9,"4X2 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-40S"
470,fitting,eccentric_reducer,4.0,2.0,,stainless_steel,A403,WP316/WP316L,,10S,10S,,beveled,butt_weld,,ASME B16.9,0.9,"4X2 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP316/WP316L , TYPE S S-10S"
471,fitting,eccentric_reducer,4.0,2.0,,carbon_steel,A420,WPL6,,standard,,,beveled,butt_weld,,ASME B16.9,0.9,"4X2 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
472,fitting,concentric_reducer,4.0,3.0,,carbon_steel,A234,WPB,,STD,,,beveled,BW,,ASME B16.9,0.9,"4X3 CONCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
473,fitting,concentric_reducer,4.0,3.0,,stainless_steel,A403,WP316/WP316L,,10S,10S,,beveled,BW,,ASME B16.9,0.9,"4X3 CONCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP316/WP316L , TYPE S S-10S"
474,fitting,concentric_reducer,4.0,3.0,,low_temperature_carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"4X3 CONCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W S-STD"
475,fitting,eccentric_reducer,4.0,3.0,,stainless_steel,A403,WP304/WP304L,,10S,10S,,beveled,BW,,ASME B16.9,0.9,"4X3 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
476,fitting,eccentric_reducer,4.0,3.0,,stainless_steel,A403,WP316/WP316L,,10S,10S,,beveled,BW,,ASME B16.9,0.9,"4X3 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP316/WP316L , TYPE S S-10S"
477,fitting,eccentric_reducer,4.0,3.0,,carbon_steel,A420,WPL6,,STD,STD,,beveled,BW,,ASME B16.9,0.9,"4X3 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
478,fitting,eccentric_reducer,4.0,3.0,,low_temperature_steel,A420,WPL6,,standard,,,beveled,,,ASME B16.9,0.9,"4X3 ECCENTRIC REDUCER , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W S-STD"
479,fitting,reducing_tee,4.0,2.0,,carbon_steel,A234,WPB,,standard,,,beveled,BW,,ASME B16.9,0.9,"4X4X2 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
480,fitting,reducing_tee,4.0,2.0,,stainless_steel,A403,WP304/WP304L,,,,type_s,beveled,butt_weld,,ASME B16.9,0.9,"4X4X2 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S"
481,fitting,reducing_tee,4.0,2.0,,carbon_steel,A420,WPL6,,,,,beveled,BW,,ASME B16.9,0.9,"4X4X2 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S"
482,fitting,reducing_tee,4.0,3.0,,stainless_steel,A403,WP304/WP304L,,,,S,beveled,BW,,ASME B16.9,0.9,"4X4X3 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S"
483,fitting,reducing_tee,4.0,3.0,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"4X4X3 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
484,fitting,reducing_tee,4.0,3.0,,carbon_steel,A420,WPL6,,,,type_w,beveled,bw,,ASME B16.9,0.9,"4X4X3 REDUCING TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W"
485,fastener,stud_with_nuts,0.625,,3.5,,,B7,,,,,,,,with double hex nuts,0.9,5/8X3-1/2 B7 STUD W/ DBL HEX NUT
486,fastener,stud_with_nuts,0.625,,4.0,,,B7,,,,,,,,with double hex nuts,0.9,5/8X4 B7 STUD W/ DBL HEX NUT
487,fitting,45_degree_long_radius_elbow,6.0,,,carbon_steel,A234,WPB,,80,,,beveled,BW,,ASME B16.9,0.9,"6 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-80"
488,fitting,long_radius_45_degree_elbow,6.0,,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"6 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
489,fitting,long_radius_elbow_45,6.0,,,stainless_steel,A403,WP316/WP316L,,10S,,,beveled,BW,,ASME B16.9,0.9,"6 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP316/WP316L , TYPE S S-10S"
490,fitting,long_radius_elbow_45,6.0,,,carbon_steel,A420,WPL6,,80,,,beveled,BW,,ASME B16.9,0.9,"6 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-80"
491,fitting,long_radius_elbow_45,6.0,,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"6 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
492,fitting,45_degree_long_radius_elbow,6.0,,,carbon_steel,A420,WPL6,,standard,,,beveled,BW,,ASME B16.9,0.9,"6 45 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W S-STD"
493,fitting,90_degree_long_radius_elbow,6.0,,,alloy_steel,A234,WP11,,80,,,beveled,BW,,class 1,0.9,"6 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A234 GRADE WP11 CLASS 1 , TYPE S S-80"
494,fitting,90_degree_long_radius_elbow,6.0,,,carbon_steel,A234,WPB,,STD,,,beveled,BW,,ASME B16.9,0.9,"6 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
495,fitting,90_degree_long_radius_elbow,6.0,,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled_end,BW,,ASME B16.9,0.9,"6 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
496,fitting,90_degree_long_radius_elbow,6.0,,,stainless_steel,A403,WP304/WP304L,,40S,,,beveled,BW,,ASME B16.9,0.9,"6 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-40S"
497,fitting,long_radius_elbow_90,6.0,,,carbon_steel,A420,WPL6,,S-160,,,beveled,butt_weld,,ASME B16.9,0.9,"6 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-160"
498,fitting,90_degree_long_radius_elbow,6.0,,,carbon_steel,A420,WPL6,,80,,,beveled,BW,,ASME B16.9,0.9,"6 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-80"
499,fitting,long_radius_elbow_90,6.0,,,carbon_steel,A420,WPL6,,STD,,,beveled,BW,,ASME B16.9,0.9,"6 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
500,fitting,90_degree_long_radius_elbow,6.0,,,low_temperature_carbon_steel,A420,WPL6,,standard,,,beveled,butt_weld,,ASME B16.9,0.9,"6 90 DEGREE LONG RADIUS ELBOW , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE W S-STD"
501,flange,blind,6.0,,,stainless_steel,A182,F304/F304L,150,,,,raised_face,flanged,,ASME B16.5,1.0,"6 BLIND FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 304/F 304L"
502,flange,blind,6.0,,,carbon_steel,A350,LF2,150,,,,raised_face,flanged,,class 1,0.9,"6 BLIND FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1"
503,flange,blind,6.0,,,carbon_steel,A105,N,300,,,,raised_face,,,ASME B16.5,1.0,"6 BLIND FLANGE, ASME B16.5, CL300, RFFE, ASTM A105N"
504,fitting,cap,6.0,,,carbon_steel,A234,WPB,,standard,,,beveled,BW,,ASME B16.9,0.9,"6 CAP , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
505,fitting,cap,6.0,,,stainless_steel,A403,WP304/WP304L,,40S,,,beveled,BW,,ASME B16.9,0.9,"6 CAP , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-40S"
506,pipe,seamless_pipe,6.0,,,carbon_steel,A333,6,,80,,seamless,beveled,bw,,ASME B36.10,0.9,"6 PIPE , ASME B36.10 , BEVELED END , ASTM A333-6 , SEAMLESS S-80"
507,pipe,seamless_pipe,6.0,,,carbon_steel,A333,6,,standard,,seamless,beveled,,,ASME B36.10,0.9,"6 PIPE , ASME B36.10 , BEVELED END , ASTM A333-6 , SEAMLESS S-STD"
508,pipe,seamless_pipe,6.0,,,alloy_steel,A335,P11,,80,,seamless,beveled,be,,ASME B36.10,0.9,"6 PIPE , ASME B36.10 , BEVELED END , ASTM A335-P11 , SEAMLESS S-80"
509,pipe,pipe_seamless,6.0,,,carbon_steel,A333,6,,standard,,seamless,plain_end,pe,,ASME B36.10,0.9,"6 PIPE , ASME B36.10 , PLAIN END , ASTM A333-6 , SEAMLESS S-STD"
510,pipe,pipe_seamless,6.0,,,stainless_steel,A312,TP304/TP304L,,10S,,seamless,beveled,be,,ASME B36.19,0.9,"6 PIPE , ASME B36.19 , BEVELED END , ASTM A312 GRADE TP304/TP304L , SEAMLESS S-10S"
511,pipe,seamless_pipe,6.0,,,stainless_steel,A312,TP304/TP304L,,40S,,seamless,beveled,,,ASME B36.19,0.9,"6 PIPE , ASME B36.19 , BEVELED END , ASTM A312 GRADE TP304/TP304L , SEAMLESS S-40S"
512,flange,slip_on,6.0,,,carbon_steel,A350,LF2,150,,,,raised_face,flanged,,"hub type, class 1",0.9,"6 SLIP-ON FLANGE, HUB TYPE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A350 GRADE LF2 CLASS 1"
513,fitting,tee,6.0,,,carbon_steel,A234,WPB,,standard,,,beveled_end,BW,,ASME B16.9,0.9,"6 TEE , ASME B16.9 , BEVELED END , ASTM A234 GRADE WPB , TYPE S S-STD"
514,fitting,tee,6.0,,,stainless_steel,A403,WP304/WP304L,,10S,,,beveled,BW,,ASME B16.9,0.9,"6 TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP304/WP304L , TYPE S S-10S"
515,fitting,tee,6.0,,,stainless_steel,A403,WP316/WP316L,,10S,,,beveled,BW,,ASME B16.9,0.9,"6 TEE , ASME B16.9 , BEVELED END , ASTM A403 GRADE WP316/WP316L , TYPE S S-10S"
516,fitting,tee,6.0,,,low_temp_carbon_steel,A420,WPL6,,standard,,,beveled,BW,,ASME B16.9,0.9,"6 TEE , ASME B16.9 , BEVELED END , ASTM A420 GRADE WPL6 , TYPE S S-STD"
517,flange,weld_neck,6.0,,,carbon_steel,A105,N,150,STD,,,raised_face,flanged,,ASME B16.5,1.0,"6 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A105N ,- S-STD"
518,flange,weld_neck,6.0,,,stainless_steel,A182,F304/F304L,150,10S,,,raised_face,flanged,,ASME B16.5,1.0,"6 WELD NECK FLANGE , ASME B16.5 , CLASS 150 , RAISED-FACE FLANGED END , ASTM A182 GRADE F 304/F 304L ,- S-10S"
