Unnamed: 0,Description,category,type,primary_size,reducing_size,length,material_name,material_specification,material_grade,pressure_class,primary_schedule,reducing_schedule,manufacturing_process,end_finish,end_connections,trim,miscellaneous,confidence
5362,3/8 Stainless Steel Stainless Steel 2000# Threaded 2 Piece Full Port BV,valve,ball,3/8,,,stainless steel,,,2000,,,,full port,THD,stainless steel,2-piece,0.9
5363,3/8 Stainless Steel Stainless Steel 2000# Threaded 2 Piece SP RTFE BV,valve,ball,3/8,,,stainless steel,,,2000,,,,reduced port,THD,RTFE,2-piece,0.9
5364,3/8 Stainless Steel Stainless Steel 2000# Threaded 2 Piece SP XT BV,valve,ball,3/8,,,stainless steel,,,2000,,,,reduced port,thd,xtreme seats,2-piece,0.9
5365,BALL VALVE - S316 2000 PSI,valve,ball,3/8,,,stainless steel,,316,2000,,,,,,tfm seat,,0.85
5366,Lead Law Compliant 1 Stainless Steel 2000# Threaded SP BV Locking Lever,valve,ball,1,,,stainless steel,,,2000,,,,,THD,reduced port,locking lever lead law compliant,0.9
5367,Lead Law Compliant 1 Stainless Steel 2000# Threaded Spring BV,valve,ball,1,,,stainless steel,,,2000,,,,,THD,spring,lead law compliant,0.9
5368,Lead Law Compliant 1/2 Stainless Steel 2000# Threaded SP BV,valve,ball,1/2,,,stainless steel,,,2000,,,,,THD,reduced port,lead law compliant,0.9
5369,Lead Law Compliant 1/2 Stainless Steel 2000# Threaded Spring BV,valve,ball,1/2,,,stainless steel,,,2000,,,,,THD,spring,lead law compliant,0.9
5370,Lead Law Compliant 1/4 Stainless Steel 2000# Threaded 2 Piece Full Port BV Locking Lever,valve,ball,1/4,,,stainless steel,,,2000,,,,,THD,full port,2-piece locking lever lead law compliant,0.9
5371,Lead Law Compliant 3 Stainless Steel 2000# Threaded Reduced Port BV PTFE,valve,ball,3,,,stainless steel,,,2000,,,,,THD,PTFE,reduced port lead law compliant,0.85
5372,Lead Law Compliant 3/4 Stainless Steel 2000# Threaded SP BV Locking Lever,valve,ball,3/4,,,stainless steel,,,2000,,,,,THD,reduced port,locking lever lead law compliant,0.9
5373,Lead Law Compliant 3/4 Stainless Steel 2000# Threaded Spring BV,valve,ball,3/4,,,stainless steel,,,2000,,,,,THD,spring,lead law compliant,0.85
5374,Not For Potable Use 1 Stainless Steel 2000# Stainless Steel Threaded SP BV Locking Lever,valve,BALL,1,,,STAINLESS STEEL,,,2000,,,,,THD,STAINLESS STEEL,LOCKING LEVER NOT FOR POTABLE USE,0.9
5375,Not For Potable Use 3/4 Stainless Steel 2000# Threaded Graph Packaging BV,valve,ball,3/4,,,stainless steel,,,2000,,,,,THD,,graph packaging not for potable use,0.85
5376,1/4 2000# WOG 2 Piece FP Stainless Steel Ball Valve LL,valve,BALL VALVE,1/4,,,STAINLESS STEEL,,,2000,,,,,LL,,2-PIECE FP WOG,0.85
5377,2 SS 2000# SEAL WLD FP THRD BV *X,valve,ball valve,2,,,stainless steel,,,2000,,,,full port,thd,seal weld,*X,0.85
5378,3/4 Stainless Steel 2000# Threaded 1 Piece BV GR CMLCK,valve,ball valve,3/4,,,stainless steel,,,2000,,,,,THD,CMLOCK,1-PIECE,0.9
5379,3/8 SS 2000# THRD SP RTFE BV,valve,BALL VALVE,3/8,,,STAINLESS STEEL,,,2000,,,,REDUCED PORT,THD,RTFE,,0.9
5380,Lead Law Compliant 1/4 Stainless Steel 2000# Threaded SP BV,valve,ball valve,1/4,,,stainless steel,,,2000,,,,,THD,reduced port,lead law compliant,0.9
5381,Lead Law Compliant 1/4 Stainless Steel 2000# Threaded SP BV Round,valve,BALL VALVE,1/4,,,STAINLESS STEEL,,,2000,,,,REDUCED PORT,THD,,LEAD LAW COMPLIANT,0.85
5382,Lead Law Compliant 3/8 Stainless Steel 2000# Threaded SP BV,valve,ball valve,3/8,,,stainless steel,,,2000,,,,,THD,reduced port,lead law compliant,0.9
5383,Lead Law Compliant 3/8 Stainless Steel 2000# Threaded SP BV Locking Lever,valve,ball valve,3/8,,,stainless steel,,,2000,,,,,THD,reduced port,locking lever lead law compliant,0.9
5384,1/4 Forged Steel 2000# Thread 90 Elbow,fitting,90 DEGREE ELBOW,1/4,,,STEEL,,,2000,,,FORGED,,THD,,,0.85
5385,2 Forged Steel 2000# Thread 90 Elbow,fitting,90 ELBOW,2,,,STEEL,,,2000,,,FORGED,,THD,,,0.85
5386,3 Forged Steel 2000# Thread 90 Elbow,fitting,90 ELBOW,3,,,STEEL,,,2000,,,FORGED,,THD,,,0.8
5387,3/8 Forged Steel 2000# Thread 90 Elbow,fitting,90 ELBOW,3/8,,,STEEL,,,2000,,,FORGED,,THD,,,0.85
5388,3/8 GALV FS 2000# THRD 90 ELL,fitting,90 ELBOW,3/8,,,STEEL,,,2000,,,FORGED,GALVANIZED,THD,,,0.85
5389,1 Forged Steel 2000# Thread CRS,fitting,CROSS,1,,,STEEL,,,2000,,,FORGED,,THD,,,0.85
5390,1/2 Forged Steel 2000# Thread Tee,fitting,tee,1/2,,,steel,,,2000,,,forged,,thd,,,0.85
5391,1/8 FS 2000# THRD TEE,fitting,TEE,1/8,,,STEEL,,,2000,,,FORGED,,THD,,,0.85
5392,3/4 GALV FS 2000# THRD TEE,fitting,tee,3/4,,,steel,,,2000,,,forged,galvanized,thd,,,0.9
5393,3/8 Forged Steel 2000# Thread Tee,fitting,TEE,3/8,,,STEEL,,,2000,,,FORGED,,THD,,,0.85
5394,3/4 Stainless Steel Threaded 2 Piece BV 2160WOG *Z,valve,ball,3/4,,,stainless steel,,,2160,,,,,THD,2-piece,WOG,0.85
5395,1/2 CS Threaded 2 Piece BV 2220WOG *Z,valve,ball,1/2,,,carbon steel,,,2220,,,,,THD,2-piece,*Z,0.9
5396,1 Carbon Steel 2500 # Schedule 160 RTJ Weldneck Flange,flange,weld neck flange,1,,,carbon steel,,,2500,160,,,rtj,,,,0.9
5397,1 Carbon Steel 2500 # Extra Extra Heavy RTJ Weldneck Flange,flange,weld_neck_flange,1,,,carbon_steel,,,2500,xxh,,,rtj,,,,0.85
5398,1/2 2500 # TXSW Full Port Welded Bonnet Outside Stem & Yoke GATE Valve,valve,gate,1/2,,,,,,2500,,,,full port,THD X SW,welded bonnet os&y,,0.9
5399,3/4 2500 SW WB FP GATE 316L/T12,valve,gate,3/4,,,stainless steel,,316L,2500,,,,full port,sw,12,welded bonnet,0.9
5400,3/4 2500 TXS WB FP GATE 316L/T12,valve,gate,3/4,,,stainless steel,316L,,2500,,,welded,,THD,12,full port,0.9
5401,2 2500# SS F22 SW Y GLOBE VLV WB,valve,globe,2,,,stainless steel,F22,,2500,,,,,sw,y,welded bonnet,0.95
5402,WRI 1/2 2500 304 FG CS OR 304 IR ASME B16.20,gasket,ring,1/2,,,STAINLESS STEEL,304,,2500,,,FORGED,,,,IR ASME B16.20,0.9
5403,4 2500 # 304 Spiral Gasket With Graph,gasket,spiral,4,,,stainless steel,304,,2500,,,,,,,with graphite,0.9
5404,1 Forged Steel 2500 # Socket Weld Outside Stem & Yoke GATE Valve,valve,gate,1,,,steel,,,2500,,,forged,,sw,os&y,,0.9
5405,1 Forged Steel 2500 # Threaded Outside Stem & Yoke GATE Valve,valve,gate,1,,,steel,,,2500,,,forged,,thd,os&y,,0.9
5406,3 TEFZEL LINED BODY 2529,valve,ball,3,,,tefzel,,,2500,,,,,,lined,body,0.7
5407,1/2 Aluminum 3000# Threaded Coupling,fitting,COUPLING,1/2,,,ALUMINUM,,,3000,,,,,THD,,,0.85
5408,2 Aluminum 3000# Threaded Coupling,fitting,COUPLING,2,,,ALUMINUM,,,3000,,,,,THD,,,0.85
5409,3/4 Aluminum 3000# Threaded Coupling,fitting,COUPLING,3/4,,,ALUMINUM,,,3000,,,,,THD,,,0.85
5410,3/4 Forged Steel 3000# Thread Brass Steel Union,fitting,union,3/4,,,brass steel,,,3000,,,forged,,THD,,,0.8
5411,1 Forged Steel 3000# Socket 45 Elbow,fitting,45 DEGREE ELBOW,1,,,CARBON STEEL,,,3000,,,FORGED,,SW,,,0.85
5412,1 Forged Steel 3000# Thread 45 Elbow,fitting,45 DEGREE ELBOW,1,,,CARBON STEEL,,,3000,,,FORGED,,THD,,,0.9
5413,1 Forged Steel 3000# Thread 45 Elbow LRES,fitting,45 DEGREE ELBOW,1,,,CARBON STEEL,,,3000,,,FORGED,,THD,,LOW RESIDUAL,0.85
5414,1 Galvanized Forged Steel 3000# Thread 45 Elbow,fitting,45 DEGREE ELBOW,1,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.85
5415,1-1/2 Forged Steel 3000# LF2 Socket 45 Elbow,fitting,45 DEGREE ELBOW,1 1/2,,,CARBON STEEL,A350,LF2,3000,,,FORGED,,SW,,,0.95
5416,1-1/2 Galvanized Forged Steel 3000# Thread 45 Elbow,fitting,45 DEGREE ELBOW,1 1/2,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5417,3/4 Forged Steel 3000# LF2 Socket 45 Elbow,fitting,45 DEGREE ELBOW,3/4,,,CARBON STEEL,A350,LF2,3000,,,FORGED,,SW,,,0.95
5418,4 FS 3000# Thread 45 Elbow LRES,fitting,45 DEGREE ELBOW,4,,,CARBON STEEL,,,3000,,,FORGED,,THD,,LOW RESIDUAL,0.85
5419,FITTG ELBOW 45 DEGREE THREADED NPTF CLASS 3000 FORGED CARBON STEEL ASTM A105 ASME B1611 GALVANIZED ZC COATG HOT DIP OR ELECTRODEPOSITED,fitting,45 DEGREE ELBOW,1 1/4,,,CARBON STEEL,A105,,3000,,,FORGED,GALVANIZED,THD X THD,,ZC COATING HOT DIP OR ELECTRODEPOSITED,0.95
5420,1 Forged Steel 3000# LF2 Socket 90 Elbow,fitting,90 DEGREE ELBOW,1,,,CARBON STEEL,LF2,,3000,,,FORGED,,SW,,,0.9
5421,1 Forged Steel 3000# Socket 90 Elbow,fitting,90 DEGREE ELBOW,1,,,CARBON STEEL,,,3000,,,FORGED,,SW,,,0.85
5422,1 Forged Steel 3000# SW 90 Elbow LRES,fitting,90 DEGREE ELBOW,1,,,CARBON STEEL,,,3000,,,FORGED,,SW,,LOW RESIDUAL,0.9
5423,1 Forged Steel A20 3000# SOC 90 Elbow,fitting,90 DEGREE ELBOW,1,,,CARBON STEEL,A20,,3000,,,FORGED,,SW,,,0.8
5424,1 Galvanized Forged Steel 3000# Thread 90 Elbow,fitting,90 DEGREE ELBOW,1,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5425,1 Galvanized Forged Steel 3000# Thread 90 Elbow,fitting,90 DEGREE ELBOW,1,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5426,1 Galvanized Forged Steel 3000# Thread 90 Elbow,fitting,90 DEGREE ELBOW,1,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5427,2 A20 3000# SOC 90 Elbow,fitting,90 ELBOW,2,,,CARBON STEEL,A20,,3000,,,,,SW,,,0.85
5428,2 Galvanized Forged Steel 3000# Socket 90 Elbow,fitting,90 ELBOW,2,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,SW,,,0.85
5429,2 Galvanized Forged Steel 3000# Thread 90 Elbow,fitting,90 ELBOW,2,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5430,3/4 FS 3000# LF2 THRD 90 ELL,fitting,90 ELBOW,3/4,,,CARBON STEEL,LF2,,3000,,,FORGED,,THD,,,0.95
5431,1 CS CS 3000# Threaded Full Port 310 BV Left Hand,valve,ball,1,,,carbon steel,,,3000,,,,full port,thd,carbon steel,310 locking handle,0.9
5432,1 CS CS 3000# Threaded SP 310 BV Left Hand,valve,ball,1,,,carbon steel,,,3000,,,,reduced port,THD,carbon steel,310 locking handle,0.9
5433,1/2 CARBON STEEL 3000PSI REDUCED PORT NACE STAINLESS STEEL BALL & STEM FIPXFIP BALLVALVE,valve,ball,1/2,,,carbon steel,,,3000,,,,,FIPXFIP,SS BALL & STEM,REDUCED PORT NACE,0.9
5434,1/2 CS Female X Female 3000# Full Port 3 Piece BV,valve,ball,1/2,,,carbon steel,,,3000,,,,full port,female x female,3-piece,,0.9
5435,1/2 CS SS 3000# THRD LEV RP BV,valve,ball,1/2,,,carbon steel,,,3000,,,,,THD,stainless steel,lever reduced port,0.9
5436,1/2 CS2 S2 3000# Threaded SP 310 NAC BV,valve,ball,1/2,,,carbon steel,,,3000,,,,,THD,CS2,REDUCED PORT S2 310 NAC,0.85
5437,1-1/2 3000# SW DU FP BV CS SS LO,valve,ball,1 1/2,,,carbon steel,,,3000,,,,full port,sw,stainless steel,lever operator,0.9
5438,1-1/2 CS CS 3000# Threaded Full Port 310 BV Left Hand,valve,ball,1 1/2,,,carbon steel,,,3000,,,,full port,thd,carbon steel,310 locking handle,0.9
5439,2 CS SS 3000# THRD LEV RP BV NACE,valve,ball,2,,,carbon steel,,,3000,,,,,THD,stainless steel,lever reduced port nace,0.85
5440,3/4 3000# SW DU FP BV CS SS LO,valve,ball,3/4,,,carbon steel,,,3000,,,,full port,sw,stainless steel,lever operator,0.9
5441,3/4 CS CS TFE 3000# Socket Weld Full Port Forged Steel BV Left Hand,valve,ball,3/4,,,carbon steel,,,3000,,,forged,full port,sw,carbon steel,tfe seat locking handle,0.95
5442,3/4 CS SS 3000# THRD LEV FP BV,valve,ball,3/4,,,carbon steel,,,3000,,,,full port,thd,stainless steel,lever,0.9
5443,"BV,1/2""NPT FP CS",valve,ball,1/2,,,carbon steel,,,3000,,,,,THD,full port,nla,0.9
5444,! *NLA 1 CS2 S2 TFE 3000# Socket Weld SP 310,valve,BALL VALVE REDUCED PORT,1,,,CARBON STEEL,,,3000,,,,,SW,S2/TFE,NLA,0.85
5445,1 Forged Steel 3000# Thread Cap LRES,fitting,CAP,1,,,CARBON STEEL,,,3000,,,FORGED,,THD,,LOW RESIDUAL,0.85
5446,1 Galvanized Forged Steel 3000# Thread Cap,fitting,CAP,1,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5447,1/4 Forged Steel 3000# Thread Cap,fitting,CAP,1/4,,,CARBON STEEL,,,3000,,,FORGED,,THD,,,0.9
5448,3 Forged Steel 3000# Socket Cap,fitting,CAP,3,,,CARBON STEEL,,,3000,,,FORGED,,SW,,,0.85
5449,2 FS 3000# SW CAP A105N,fitting,CAP,2,,,CARBON STEEL,A105N,,3000,,,FORGED,,SW,,,0.95
5450,1 Forged Steel 3000# Thread Coupling LRES,fitting,COUPLING,1,,,CARBON STEEL,,,3000,,,FORGED,,THD,,LOW RESIDUAL,0.9
5451,1-1/4 3 M Forged Steel Female Thread Columbian,fitting,coupling,1 1/4,,,carbon steel,,,3000,,,forged,,threaded,,columbian,0.8
5452,1 FS 3000# SW COUP A105N,fitting,COUPLING,1,,,CARBON STEEL,A105N,,3000,,,FORGED,,SW,,FS,0.95
5453,1 Forged Steel 3000# Socket CRS,fitting,CROSS,1,,,CARBON STEEL,,,3000,,,FORGED,,SW,,,0.85
5454,1 FS 3000# Thread CRS LRES,fitting,CROSS,1,,,CARBON STEEL,,,3000,,,FORGED,,THD,,LOW RESIDUAL,0.85
5455,3/4 Forged Steel 3000# Socket CRS,fitting,CROSS,3/4,,,CARBON STEEL,,,3000,,,FORGED,,SW,,,0.85
5456,1 X 3/4 FORGED STEEL 3000# THREADED ELBOLET FOR 36-INCH PIPE,fitting,ELBOLET,1, 3/4,,CARBON STEEL,,,3000,,,FORGED,,THD,,FOR 36-INCH PIPE,0.9
5457,1 X 1/2 Galvanized Forged Steel 3M-6M Thread HEX Bushing,fitting,HEX BUSHING,1, 1/2,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,6000# ALTERNATE RATING,0.9
5458,1 X 3/8 Galvanized Forged Steel 3M-6M HEX Thread Bushing,fitting,HEX BUSHING,1, 3/8,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,3000/6000#,0.9
5459,1-1/2 X 1 Galvanized Forged Steel 3M-6M HEX Thread Bushing,fitting,HEX BUSHING,1 1/2,1    ,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5460,1-1/2 X 1/2 Galvanized Forged Steel 3M-6M HEX Bushing,fitting,HEX BUSHING,1 1/2, 1/2,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,,,6000#,0.9
5461,1-1/2 X 1-1/4 Galvanized Forged Steel 3M-6M HEX Bushing,fitting,HEX BUSHING,1 1/2,1 1/4,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,,,6000#,0.85
5462,1-1/2X1/2 GALV FS 3M HEX THRD BUSH,fitting,HEX BUSHING,1 1/2, 1/2,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5463,2 X 1 Galvanized Forged Steel 3M-6M HEX Thread Bushing,fitting,HEX BUSHING,2,1    ,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5464,2X1-1/4 GALV FS 3M HEX THRD BUSH,fitting,HEX BUSHING,2,1 1/4,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5465,3 X 2 Galvanized Forged Steel 3M-6M HEX Thread Bushing,fitting,HEX BUSHING,3,2    ,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,6000# RATED,0.9
5466,3/4 X 1/2 Galvanized Forged Steel 3M-6M Thread HEX Bushing,fitting,HEX BUSHING,3/4, 1/2,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,3000/6000#,0.9
5467,2 Forged Steel 3000# Thread HEX PLUG,fitting,HEX HEAD PLUG,2,,,CARBON STEEL,,,3000,,,FORGED,,THD,,,0.9
5468,3 Galvanized Forged Steel 3M-6M Thread HEX PLUG,fitting,HEX HEAD PLUG,3,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,6000# ALSO RATED,0.9
5469,3/4 Galvanized Forged Steel 3M-6M Thread HEX PLUG,fitting,HEX HEAD PLUG,3/4,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,3000/6000#,0.9
5470,1 Forged Steel 3000# LF2 Thread HEX PLUG,fitting,hex plug,1,,,carbon steel,LF2,,3000,,,forged,,thd,,,0.95
5471,2 Galvanized Forged Steel 3M-6M Thread HEX PLUG,fitting,HEX PLUG,2,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,6000# rating also acceptable,0.9
5472,1/2X1/4 GALV FS 3000# THRD RED,fitting,reducer,1/2, 1/4,,carbon steel,,,3000,,,forged,galvanized,thd,,,0.9
5473,1/2X3/8 GALV FS 3000# THRD RED,fitting,reducer,1/2, 3/8,,carbon steel,,,3000,,,forged,galvanized,thd,,,0.9
5474,1/4X1/8 GALV FS 3000# THRD RED,fitting,reducer,1/4, 1/8,,carbon steel,,,3000,,,forged,galvanized,thd,,,0.9
5475,2 X 1-1/4 Forged Steel 3000# Thread Reducer,fitting,reducer,2,1 1/4,,carbon steel,,,3000,,,forged,,thd,,,0.9
5476,2X1 GALV FS 3000# THRD RED,fitting,reducer,2,1    ,,carbon steel,,,3000,,,forged,galvanized,thd,,,0.85
5477,2X1/2 GALV FS 3000# THRD RED,fitting,reducer,2, 1/2,,carbon steel,,,3000,,,forged,galvanized,thd,,,0.85
5478,3/4X3/8 GALV FS 3000# THRD RED,fitting,reducer,3/4, 3/8,,carbon steel,,,3000,,,forged,galvanized,thd,,,0.9
5479,3/8X1/4 GALV FS 3000# THRD RED,fitting,reducer,3/8, 1/4,,carbon steel,,,3000,,,forged,galvanized,thd,,,0.9
5480,3/8X1/8 GALV FS 3000# THRD RED,fitting,reducer,3/8, 1/8,,carbon steel,,,3000,,,forged,galvanized,thd,,,0.9
5481,FITTG REDUCG COUPLG THREADED NPTF CLASS 3000 FORGED CARBON STEEL ASTM A 105 ASME B1611 GALVANIZED ZC COATG HOT DIP OR ELECTRODEPOSITED,fitting,reducing coupling,1 1/2,1 1/4,,carbon steel,A105,,3000,,,forged,galvanized,THD,,ASME B16.11 zinc coating hot dip or electrodeposited,0.95
5482,1 X 1/2 Forged Steel 3000# Socket INS,fitting,reducing insert,1, 1/2,,carbon steel,,,3000,,,forged,,socket,,,0.85
5483,2X1 FS 3000# SW INS A105N,fitting,REDUCING INSERT,2,1    ,,CARBON STEEL,A105N,,3000,,,FORGED,,SW,,,0.9
5484,1-1/2 X 1-1/2 X 3/4 Forged Steel 3000# Socket Tee,fitting,REDUCING TEE,1 1/2, 3/4,,CARBON STEEL,,,3000,,,FORGED,,SW,,,0.9
5485,FITTG TEE REDUCG THREADED NPTF CLASS 3000 FORGED CARBON STEEL ASTM A 105 ASME B1611 GALVANIZED ZC COATG HOT DIP OR ELECTRODEPOSITED,fitting,REDUCING TEE,1, 1/2,,CARBON STEEL,A105,,3000,,,FORGED,GALVANIZED,THD,,ASME B16.11 ZINC COATING HOT DIP OR ELECTRODEPOSITED,0.95
5486,FITTG TEE REDUCG THREADED NPTF CLASS 3000 FORGED CARBON STEEL ASTM A 105 ASME B1611 GALVANIZED ZC COATG HOT DIP OR ELECTRODEPOSITED,fitting,REDUCING TEE,1, 3/4,,CARBON STEEL,A105,,3000,,,FORGED,GALVANIZED,THD,,B16.11 ZINC COATING HOT DIP OR ELECTRODEPOSITED,0.95
5487,FITTG TEE REDUCG THREADED NPTF CLASS 3000 FORGED CARBON STEEL ASTM A 105 ASME B1611 GALVANIZED ZC COATG HOT DIP OR ELECTRODEPOSITED,fitting,REDUCING TEE,1 1/2, 1/2,,CARBON STEEL,A105,,3000,,,FORGED,GALVANIZED,THD,,ZC COATING HOT DIP OR ELECTRODEPOSITED,0.9
5488,FITTG TEE REDUCG THREADED NPTF CLASS 3000 FORGED CARBON STEEL ASTM A 105 ASME B1611 GALVANIZED ZC COATG HOT DIP OR ELECTRODEPOSITED,fitting,REDUCING TEE,1 1/2, 3/4,,CARBON STEEL,A105,,3000,,,FORGED,GALVANIZED,THD,,ZC COATING HOT DIP OR ELECTRODEPOSITED,0.95
5489,FITTG TEE REDUCG THREADED NPTF CLASS 3000 FORGED CARBON STEEL ASTM A 105 ASME B1611 GALVANIZED ZC COATG HOT DIP OR ELECTRODEPOSITED,fitting,REDUCING TEE,1 1/2,1    ,,CARBON STEEL,A105,,3000,,,FORGED,GALVANIZED,THD,,ZC COATING HOT DIP OR ELECTRODEPOSITED,0.95
5490,FITTG TEE REDUCG THREADED NPTF CLASS 3000 FORGED CARBON STEEL ASTM A 105 ASME B1611 GALVANIZED ZC COATG HOT DIP OR ELECTRODEPOSITED,fitting,REDUCING TEE,2,1    ,,CARBON STEEL,A105,,3000,,,FORGED,GALVANIZED,THD,,HOT DIP OR ELECTRODEPOSITED ZC COATING,0.95
5491,FITTG TEE REDUCG THREADED NPTF CLASS 3000 FORGED CARBON STEEL ASTM A 105 ASME B1611 GALVANIZED ZC COATG HOT DIP OR ELECTRODEPOSITED,fitting,REDUCING TEE,2,1 1/2,,CARBON STEEL,A105,,3000,,,FORGED,GALVANIZED,THD,,ZC COATING HOT DIP OR ELECTRODEPOSITED,0.9
5492,FITTG TEE REDUCG THREADED NPTF CLASS 3000 FORGED CARBON STEEL ASTM A 105 ASME B1611 GALVANIZED ZC COATG HOT DIP OR ELECTRODEPOSITED,fitting,REDUCING TEE,2, 3/4,,CARBON STEEL,A105,,3000,,,FORGED,GALVANIZED,THD,,ZC COATING HOT DIP OR ELECTRODEPOSITED,0.95
5493,1-1/2 FS 3M-6M SOC RND HD PLUG,fitting,ROUND HEAD PLUG,1 1/2,,,CARBON STEEL,,,3000,,,FORGED,,SW,,6000#,0.9
5494,2 Galvanized Forged Steel 3M-6M Thread RND HD PLU,fitting,ROUND HEAD PLUG,2,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.85
5495,3/4 Forged Steel 3000# LF2 Thread RND PLUG,fitting,ROUND HEAD PLUG,3/4,,,CARBON STEEL,LF2,,3000,,,FORGED,,THD,,,0.9
5496,14 - 8 X 3 Forged Steel 3000# Socolet,fitting,sockolet,8,3    ,,carbon steel,,,3000,,,forged,,,,for 14-inch pipe,0.85
5497,36 - 4 X 1 Forged Steel 3000# Socolet,fitting,SOCKOLET,4,1    ,,CARBON STEEL,,,3000,,,FORGED,,,,FOR 36-INCH PIPE,0.9
5498,4 X 3 Forged Steel 3000# Socolet,fitting,sockolet,4,3    ,,carbon steel,,,3000,,,forged,,,,,0.85
5499,1 Forged Steel 3000# Socket Tee,fitting,TEE,1,,,CARBON STEEL,,,3000,,,FORGED,,SW,,,0.85
5500,1 Galvanized Forged Steel 3000# Socket Tee,fitting,TEE,1,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,SW,,,0.85
5501,1 Galvanized Forged Steel 3000# Thread Tee,fitting,TEE,1,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5502,1 Galvanized Forged Steel 3000# Thread Tee,fitting,TEE,1,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5503,1 Galvanized Forged Steel 3000# Thread Tee,fitting,TEE,1,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5504,1 X 1 X 3/4 3000# Forged Steel SW Tee SA105,fitting,TEE,1, 3/4,,CARBON STEEL,SA105,,3000,,,FORGED,,SW,,,0.95
5505,1 X 1 X 3/4 Forged Steel 3000# Thread Tee,fitting,TEE,1, 3/4,,CARBON STEEL,,,3000,,,FORGED,,THD,,,0.9
5506,1/8 GALV FS 3000# THRD TEE,fitting,TEE,1/8,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5507,1-1/2 X 3/4 Galvanized Forged Steel 3000# Thread Tee,fitting,TEE,1 1/2, 3/4,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5508,1-1/2X1-1/2X1/2 FS FS 3000# SW TEE,fitting,tee,1 1/2, 1/2,,carbon steel,,,3000,,,forged,,sw,,,0.8
5509,2 A20 3000# SOC Tee,fitting,TEE,2,,,CARBON STEEL,A20,,3000,,,,,SW,,,0.85
5510,2 A20 3000# SOC Tee,fitting,TEE,2,,,CARBON STEEL,A20,,3000,,,,,SW,,,0.85
5511,2 Forged Steel 3000# Socket Tee,fitting,TEE,2,,,CARBON STEEL,,,3000,,,FORGED,,SW,,,0.85
5512,2 Galvanized Forged Steel 3000# Thread Tee,fitting,TEE,2,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5513,2 X 1-1/2 Forged Steel 3000# Thread Tee,fitting,tee,2,1 1/2,,carbon steel,,,3000,,,forged,,thd,,,0.9
5514,2 X 2 X 1-1/2 Galvanized Forged Steel 3000# Thread Tee,fitting,TEE,2,1 1/2,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5515,3 Forged Steel 3000# Thread Tee,fitting,TEE,3,,,CARBON STEEL,,,3000,,,FORGED,,THD,,,0.85
5516,3/4 Galvanized Forged Steel 3000# Thread Tee,fitting,TEE,3/4,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5517,3/4 Galvanized Forged Steel 3000# Thread Tee,fitting,TEE,3/4,,,CARBON STEEL,,,3000,,,FORGED,GALVANIZED,THD,,,0.9
5518,4 Forged Steel 3000# Thread Tee,fitting,TEE,4,,,CARBON STEEL,,,3000,,,FORGED,,THD,,,0.85
5519,1-1/2X1-1/2X1/2 FS 3M SW TEE A105N,fitting,TEE,1 1/2, 1/2,,CARBON STEEL,A105N,,3000,,,FORGED,,SW,,FS,0.95
5520,2 FS 3000# SW TEE A105N,fitting,TEE,2,,,CARBON STEEL,A105N,,3000,,,FORGED,,SW,,,0.95
